premise	hypothesis	label	premise_processed	hypothesis_processed	label_id	reasoning
اقبال لاهوری نخستین کسی بود که ایدهٔ یک کشور مستقل را برای مسلمانان هند مطرح کرد که در نهایت منجر به ایجاد کشور پاکستان شد.	اقبال در پاکستان «شاعر ملی» خوانده می‌شود.	n	اقبال لاهوری نخستین کسی بود که ایده یک کشور مستقل را برای مسلمانان هند مطرح کرد که در نهایت منجر به ایجاد کشور پاکستان شد.	اقبال در پاکستان «شاعر ملی» خوانده می‌شود.	2	چون فرضیه تنها به عنوان یک عنوان یا لقب اقبال در پاکستان اشاره دارد و هیچ ارتباط مستقیمی با ایده او درباره کشور مستقل برای مسلمانان هند ندارد.
مهمترین نشانه های فرمانروایی شاهان هخامنشی، لباس با شکوه، دبوس، تخت شاهی و تاج آنان بود. یکی دیگر از نشانه های فرمانروایی گزیدن نامی در شان فرمانروایی آنان بود. به طوری که از نام داریوش (دارنده نیکی) بر می آید، باید او این نام را به هنگام تخت نشینی برای خود برگزیده باشد.	از نشانه های فرمانروایی شاهان هخامنشی گزیدن نامی در خور بود.	e	مهمترین نشانه‌های فرمانروایی شاهان هخامنشی، لباس با شکوه، دبوس، تخت شاهی و تاج آنان بود. یکی دیگر از نشانه‌های فرمانروایی گزیدن نامی در شان فرمانروایی آنان بود. به طوری که از نام داریوش (دارنده نیکی) بر می‌آید، باید او این نام را به هنگام تخت نشینی برای خود برگزیده باشد.	از نشانه‌های فرمانروایی شاهان هخامنشی گزیدن نامی در خور بود.	0	چون در متن به وضوح اشاره شده است که یکی از نشانه‌های فرمانروایی شاهان هخامنشی گزیدن نامی در شان فرمانروایی آنان بوده و این موضوع در فرضیه نیز بیان شده است.
مهمترین نشانه های فرمانروایی شاهان هخامنشی، لباس با شکوه، دبوس، تخت شاهی و تاج آنان بود. یکی دیگر از نشانه های فرمانروایی گزیدن نامی در شان فرمانروایی آنان بود. به طوری که از نام داریوش (دارنده نیکی) بر می آید، باید او این نام را به هنگام تخت نشینی برای خود برگزیده باشد.	داشتن قلمرو گسترده از مهمترین نشانه های فرمانروایی پادشاهان هخامنشی بود.	c	مهمترین نشانه‌های فرمانروایی شاهان هخامنشی، لباس با شکوه، دبوس، تخت شاهی و تاج آنان بود. یکی دیگر از نشانه‌های فرمانروایی گزیدن نامی در شان فرمانروایی آنان بود. به طوری که از نام داریوش (دارنده نیکی) بر می‌آید، باید او این نام را به هنگام تخت نشینی برای خود برگزیده باشد.	داشتن قلمرو گسترده از مهمترین نشانه‌های فرمانروایی پادشاهان هخامنشی بود.	1	چون متن به نشانه‌های فرمانروایی شاهان هخامنشی اشاره دارد و بر روی لباس، تاج و نام آنان تمرکز دارد، در حالی که فرضیه به داشتن قلمرو گسترده به عنوان نشانه‌ای دیگر اشاره می‌کند که در متن ذکر نشده است.
مهمترین نشانه های فرمانروایی شاهان هخامنشی، لباس با شکوه، دبوس، تخت شاهی و تاج آنان بود. یکی دیگر از نشانه های فرمانروایی گزیدن نامی در شان فرمانروایی آنان بود. به طوری که از نام داریوش (دارنده نیکی) بر می آید، باید او این نام را به هنگام تخت نشینی برای خود برگزیده باشد.	هخامنشیان همان تاجی را بر سر می نهادند که داریوش طراح آن بود.	n	مهمترین نشانه‌های فرمانروایی شاهان هخامنشی، لباس با شکوه، دبوس، تخت شاهی و تاج آنان بود. یکی دیگر از نشانه‌های فرمانروایی گزیدن نامی در شان فرمانروایی آنان بود. به طوری که از نام داریوش (دارنده نیکی) بر می‌آید، باید او این نام را به هنگام تخت نشینی برای خود برگزیده باشد.	هخامنشیان همان تاجی را بر سر می‌نهادند که داریوش طراح آن بود.	2	چون متن به نشانه‌های فرمانروایی شاهان هخامنشی اشاره دارد اما به طراحی تاج توسط داریوش اشاره‌ای نمی‌کند، بنابراین فرضیه نمی‌تواند به طور قطعی از متن نتیجه‌گیری شود.
محمد اقبال لاهوری یا علامه اقبال، شاعر، فیلسوف، سیاست‌مدار و متفکر مسلمان پاکستانی بود که اشعار زیادی نیز به زبان‌های فارسی و اردو سروده‌است. اقبال در این کشور به‌طور رسمی «شاعر ملی» خوانده می‌شود.	اقبال لاهوری، شاعر ملی پاکستان است.	e	محمد اقبال لاهوری یا علامه اقبال، شاعر، فیلسوف، سیاست‌مدار و متفکر مسلمان پاکستانی بود که اشعار زیادی نیز به زبان‌های فارسی و اردو سروده‌است. اقبال در این کشور به‌طور رسمی «شاعر ملی» خوانده می‌شود.	اقبال لاهوری، شاعر ملی پاکستان است.	0	چون متن به صراحت اشاره می‌کند که اقبال در پاکستان به‌طور رسمی «شاعر ملی» خوانده می‌شود، بنابراین فرضیه که اقبال لاهوری شاعر ملی پاکستان است، از متن نتیجه‌گیری می‌شود.
محمد اقبال لاهوری یا علامه اقبال، شاعر، فیلسوف، سیاست‌مدار و متفکر مسلمان پاکستانی بود که اشعار زیادی نیز به زبان‌های فارسی و اردو سروده‌است. اقبال در این کشور به‌طور رسمی «شاعر ملی» خوانده می‌شود.	شاعر ملی پاکستان، رحمان بابا می باشد.	c	محمد اقبال لاهوری یا علامه اقبال، شاعر، فیلسوف، سیاست‌مدار و متفکر مسلمان پاکستانی بود که اشعار زیادی نیز به زبان‌های فارسی و اردو سروده‌است. اقبال در این کشور به‌طور رسمی «شاعر ملی» خوانده می‌شود.	شاعر ملی پاکستان، رحمان بابا می‌باشد.	1	چون شاعر ملی پاکستان محمد اقبال لاهوری است و فرضیه به رحمان بابا اشاره می‌کند که با این اطلاعات تناقض دارد.
محمد اقبال لاهوری یا علامه اقبال، شاعر، فیلسوف، سیاست‌مدار و متفکر مسلمان پاکستانی بود که اشعار زیادی نیز به زبان‌های فارسی و اردو سروده‌است. اقبال در این کشور به‌طور رسمی «شاعر ملی» خوانده می‌شود.	نیاکان اقبال از قبیله سپروی برهمنان بودند.	n	محمد اقبال لاهوری یا علامه اقبال، شاعر، فیلسوف، سیاست‌مدار و متفکر مسلمان پاکستانی بود که اشعار زیادی نیز به زبان‌های فارسی و اردو سروده‌است. اقبال در این کشور به‌طور رسمی «شاعر ملی» خوانده می‌شود.	نیاکان اقبال از قبیله سپروی برهمنان بودند.	2	چون اطلاعات موجود در متن درباره نیاکان اقبال و قبیله سپروی برهمنان چیزی نمی‌گوید و فقط به ویژگی‌های شخصی و ادبی او اشاره دارد، بنابراین فرضیه نمی‌تواند به‌طور قطعی تأیید یا رد شود.
معبد چغازنبیل نیایشگاهی باستانی است که در زمان ایلام (ایلامی‌ها) و در حدود سال۱۲۵۰ پیش از میلاد ساخته شده است عظمت این معبد نشان دهنده اوج شکوه تمدن و هنر و معماری ایلامیان است.	اوج شکوفایی هنر ایلامی در معبد چغازنبیل متجلی است.	e	معبد چغازنبیل نیایشگاهی باستانی است که در زمان ایلام (ایلامی‌ها) و در حدود سال ۱۲۵۰ پیش از میلاد ساخته‌شده است عظمت این معبد نشان‌دهنده اوج شکوه تمدن و هنر و معماری ایلامیان است.	اوج شکوفایی هنر ایلامی در معبد چغازنبیل متجلی است.	0	چون متن به وضوح بیان می‌کند که عظمت معبد چغازنبیل نشان‌دهنده اوج شکوه تمدن و هنر ایلامیان است و فرضیه نیز به همین نکته اشاره دارد که اوج شکوفایی هنر ایلامی در این معبد متجلی است.
معبد چغازنبیل نیایشگاهی باستانی است که در زمان ایلام (ایلامی‌ها) و در حدود سال۱۲۵۰ پیش از میلاد ساخته شده است عظمت این معبد نشان دهنده اوج شکوه تمدن و هنر و معماری ایلامیان است.	اوج شکوه هنر و معماری ایلامی در کاخ شوش می باشد.	c	معبد چغازنبیل نیایشگاهی باستانی است که در زمان ایلام (ایلامی‌ها) و در حدود سال ۱۲۵۰ پیش از میلاد ساخته‌شده است عظمت این معبد نشان‌دهنده اوج شکوه تمدن و هنر و معماری ایلامیان است.	اوج شکوه هنر و معماری ایلامی در کاخ شوش می‌باشد.	1	چون فرضیه به جای معبد چغازنبیل، کاخ شوش را به عنوان اوج شکوه هنر و معماری ایلامی معرفی می‌کند و این با اطلاعات ارائه‌شده در متن که به عظمت معبد چغازنبیل اشاره دارد، در تضاد است.
معبد چغازنبیل نیایشگاهی باستانی است که در زمان ایلام (ایلامی‌ها) و در حدود سال۱۲۵۰ پیش از میلاد ساخته شده است عظمت این معبد نشان دهنده اوج شکوه تمدن و هنر و معماری ایلامیان است.	معبد چغازنبیل نخستین ساختمان مذهبی ایران می‌باشد.	n	معبد چغازنبیل نیایشگاهی باستانی است که در زمان ایلام (ایلامی‌ها) و در حدود سال ۱۲۵۰ پیش از میلاد ساخته‌شده است عظمت این معبد نشان‌دهنده اوج شکوه تمدن و هنر و معماری ایلامیان است.	معبد چغازنبیل نخستین ساختمان مذهبی ایران می‌باشد.	2	چون متن فقط به تاریخ و ویژگی‌های معبد چغازنبیل اشاره دارد و هیچ اطلاعاتی درباره نخستین بودن آن به عنوان ساختمان مذهبی ایران ارائه نمی‌دهد، بنابراین فرضیه نمی‌تواند به‌طور قطعی از متن نتیجه‌گیری شود.
مادها پس‌ از پیروزی‌ بر آشوریان‌ و تشکیل‌ دولتی‌ نسبتا مقتدر و رسیدن‌ به‌ ثروت‌، به‌ جواهرسازی‌ توجه‌ خاصی‌ نشان‌ دادند. داریوش‌ به‌ هنگام‌ ساخت‌ کاخ‌ شوش‌ جواهرسازانی را به کار گرفت که همگی از‌ این قوم بودند.	داریوش به هنگام ساخت کاخ شوش، از جواهرسازان قوم ماد استفاده کرد.	e	مادها پس از پیروزی بر آشوریان و تشکیل دولتی نسبتا مقتدر و رسیدن به ثروت، به جواهرسازی توجه خاصی نشان دادند. داریوش به هنگام ساخت کاخ شوش جواهرسازانی را به کار گرفت که همگی از این قوم بودند.	داریوش به هنگام ساخت کاخ شوش، از جواهرسازان قوم ماد استفاده کرد.	0	چون متن به وضوح بیان می‌کند که داریوش در ساخت کاخ شوش جواهرسازانی را به کار گرفت که همگی از قوم ماد بودند، بنابراین فرضیه به درستی نتیجه‌گیری شده است.
مادها پس‌ از پیروزی‌ بر آشوریان‌ و تشکیل‌ دولتی‌ نسبتا مقتدر و رسیدن‌ به‌ ثروت‌، به‌ جواهرسازی‌ توجه‌ خاصی‌ نشان‌ دادند. داریوش‌ به‌ هنگام‌ ساخت‌ کاخ‌ شوش‌ جواهرسازانی را به کار گرفت که همگی از‌ این قوم بودند.	جواهرسازان لیدی در کاخ شوش توسط داریوش به کار گرفته شدند.	c	مادها پس از پیروزی بر آشوریان و تشکیل دولتی نسبتا مقتدر و رسیدن به ثروت، به جواهرسازی توجه خاصی نشان دادند. داریوش به هنگام ساخت کاخ شوش جواهرسازانی را به کار گرفت که همگی از این قوم بودند.	جواهرسازان لیدی در کاخ شوش توسط داریوش به کار گرفته شدند.	1	چون فرضیه بیان می‌کند که جواهرسازان لیدی در کاخ شوش به کار گرفته شدند، در حالی که متن به جواهرسازانی از قوم ماد اشاره دارد و هیچ اشاره‌ای به جواهرسازان لیدی نمی‌کند.
